Key,Português [pt-BR]
Voidwarden_WEAKNESSES,"- <indent=%15>Geralmente um personagem lento</indent>
- <indent=%15>Razoavelmente frágil</indent>
- <indent=%15>Possui um regime de cuidados com a pele complicado</indent>"
Hatchet_ROLE,Dano à distância
Hatchet_DIFFICULTY,Baixa
Hatchet_ADVENTURE_DESCRIPTION,"Embora qualquer Inox normal possa ser valorizado em Gloomhaven por sua força bruta e resistência com trabalho manual, se você quiser ser um mercenário de sucesso na cidade, às vezes é necessário um pouco mais de sutileza. As machadinhas abraçaram completamente a vida na cidade, vestindo-se com as últimas modas. No entanto, é tudo uma fachada, pois sua verdadeira paixão está em seu arsenal. Ninguém é um atirador melhor com um machado de arremesso, e se alguém quiser contestar sua reivindicação, é melhor que esteja preparado para um duelo até a morte!"
Hatchet_STRENGTHS,"- <indent=%15>Grande dano à distância</indent>
- <indent=%15>Conjunto razoável de habilidades secundárias variadas</indent>
- <indent=%15>Tem alguns Machados Favoritos</indent>"
Hatchet_WEAKNESSES,"- <indent=%15>Deve tentar ficar fora da linha de frente</indent>

- <indent=%15>Precisa pegar seus machados após o uso</indent>

- <indent=%15>Não consegue tirar o chapéu desde a infância</indent>"
Red Guard,Guarda Vermelho
Redguard_ROLE,Tanque
Redguard_DIFFICULTY,Baixa
Redguard_ADVENTURE_DESCRIPTION,"Existe uma casta específica na capital de Valrath, Jhinda, encarregada de proteger a cidade. É uma posição de prestígio e não é facilmente vivida. Exilado de Jhinda por crimes desconhecidos, o Guarda Vermelho achou muito difícil se separar de sua identidade como protetor, mantendo a distinta armadura vermelha, bem como sua foice com corrente e seu escudo. O único lugar para encontrar trabalho era como mercenário em Gloomhaven, e talvez, apenas talvez, ficando na linha de frente e mantendo seus aliados protegidos, o Guarda Vermelho encontre uma maneira de se redimir. Não aos olhos da cultura Jhinda, que virou as costas permanentemente, mas pelo menos dentro de sua própria estima."
Redguard_STRENGTHS,"- <indent=%15>Matriz de ataques corpo a corpo mais alguns à distância</indent>
- <indent=%15>Combinação de Escudo e dano direto de perto</indent>
- <indent=%15>Amplo alcance de Iniciativa permite 'turnos duplos'</indent>"
Redguard_WEAKNESSES,"- <indent=%15>Fora o dano, não tem muitas opções</indent>
- <indent=%15>Pode passar dificuldade contra inimigos maiores sozinhos</indent>
- <indent=%15>Realmente, e quero dizer REALMENTE, gosta da cor Vermelha</indent>"
Demolitionist_ROLE,Dano Corpo a Corpo
Demolitionist_DIFFICULTY,Médio
Demolitionist_ADVENTURE_DESCRIPTION,"Mesmo quando se aprimoram com máquinas de sua própria criação para destruir qualquer coisa que esteja em seu caminho, os Quatryls ainda o farão com charme e talento. Embora possam ser pequenos, os demolidores não deixam que isso os atrapalhe nem um pouco. Entre suas botas de foguete, uma infinidade de bombas e punhos de pistão gigantes, eles são uma força a ser reconhecida. Às vezes, o único caminho a seguir é aquele que eles mesmos criam. Nesses casos, é melhor sair do seu caminho."
Demolitionist_STRENGTHS,"- <indent=%15>Muitas habilidades de Dano Direto para destruir Escudos</indent>
- <indent=%15>Acesso a habilidades com ATORDOAR</indent>
- <indent=%15>Ótimo para afetar a área de combate</indent>"
Demolitionist_WEAKNESSES,"- <indent=%15>Tamanho do Baralho pequeno</indent>
- <indent=%15>Opções de cura limitadas</indent>
- <indent=%15>Suas luvas não são a roupa mais prática para o dia a dia</indent>"
Scenario_JOTL_KillAll,Kill all enemies
Scenario_JOTL_004_ARitualInStone_Objective_1,Destroy all summoning stones
Scenario_JOTL_004_ARitualInStone_Summoning_Stone,Summoning Stone
Scenario_JOTL_004_ARitualInStone_Modifier_1,Summoning Stones can only be targeted by melee attacks.
Scenario_JOTL_005_ADeeperUnderstanding_Modifier_1,"Any time anyone except the Blood Tumor suffers damage, the Blood Tumor heals by that amount."
Scenario_JOTL_005_ADeeperUnderstanding_Objective_2,Lose if the Blood Tumor reaches its maximum hit point value
Scenario_JOTL_005_ADeeperUnderstanding_Objective_1,Kill the Blood Tumor
Scenario_JOTL_006_CorruptedResearch_Objective_1,Destroy all growths
Scenario_JOTL_006_CorruptedResearch_Growth,Growth
Scenario_JOTL_008_HiddenTumor_Modifier_1,"Any time anyone other than the Blood Tumor suffers damage, the Blood Tumor heals itself for that amount of damage."
Scenario_JOTL_009_ExplosiveEvolution_Objective_1,Kill the Blood Horror
Scenario_JOTL_009_ExplosiveEvolution_Modifier_1,The Blood Horror cannot be damaged in any way until all Zealots in the scenario have been killed.
Scenario_JOTL_010_TheGauntlet_Modifier_1,Traps initally set in the first room affect everyone in its hex and all adjacent hexes.
Scenario_JOTL_010_TheGauntlet_Modifier_2,"At the end of each round, all gas traps in the second room will move one hex in the direction of the arrow tracks in the floor and return to the first hex if any of them would move into the wall."
Scenario_JOTL_010_TheGauntlet_Modifier_3,Traps initally set in the third room will move towards mercenaries at the end of each round.
Scenario_JOTL_011_DefiledSewers_Modifier_1,The current will force everyone in the central room to move one hex away from the exit at the end of each round.
Scenario_JOTL_011_DefiledSewers_Objective_1,Activate the pressure plate
Scenario_JOTL_012_BeguilingSewers_Objective_1,Destroy all pillars
Scenario_JOTL_012_BeguilingSewers_Pillar,Pillar
Scenario_JOTL_012_BeguilingSewers_Modifier_1,The pillars retaliate when attacked.
Scenario_JOTL_013_VileHarvest_Modifier_1,"At the start of every other round, one Blood Imp will spawn adjacent to the Filthy Sludge if it's alive."
Scenario_JOTL_013_VileHarvest_Modifier_2,At the start of every other round a Blood Imp will spawn adjacent to this Filthy Sludge.
Scenario_JOTL_014_ToxicHarvest_Modifier_1,"At the start of each round Giant Vipers adjacent to a Zealot will die and spawn one Elite Blood Imp, or two Elite Blood Imps if the Giant Viper was Elite."
Scenario_JOTL_015_TaintedBlood_Objective_1,Destroy all alchemy tables
Scenario_JOTL_015_TaintedBlood_Table,Alchemy Table
Scenario_JOTL_015_TaintedBlood_Modifier_1,"At the end of each round, Zealots kill one Black Imp within range 3 to spawn a Blood Imp and then Stun themselves."
Scenario_JOTL_015_TaintedBlood_Modifier_2,Destroyed alchemy tables will stop spawning Black Imps.
Scenario_JOTL_015_TaintedBlood_Modifier_3,Destroy all alchemy tables in the central room to open the locked doors.
Scenario_JOTL_016_MixedResults_Modifier_1,Rat Monstrosities will spawn a Blood Imp on death instead of dealing damage.
Scenario_JOTL_016_MixedResults_Modifier_2,"If a Rat Monstrosity's on-death damage kills anyone, an Elite Black Imp is spawned."
Scenario_JOTL_017_RedTwilight_Objective_1,Kill the First of the Order
Scenario_JOTL_017_RedTwilight_Modifier_1,Ending a movement in a ladder will move you to the next room.
Scenario_JOTL_018_TheHeist_Objective_1,Loot a number of ornate chests equal to the number of Mercenaries in the party
Scenario_JOTL_018_TheHeist_Objective_2,All mercenaries must escape through the exit.
Scenario_JOTL_019_DenOfThieves_Objective_1,Destroy all nests
Scenario_JOTL_019_DenOfThieves_Objective_2,Loot all chests
Scenario_JOTL_019_DenOfThieves_Nest,Nest
Scenario_JOTL_020_MisplacedGoods_Objective_1,Find all goods
Scenario_JOTL_020_MisplacedGoods_Objective_2,Kill all revealed enemies
Scenario_JOTL_020_MisplacedGoods_Goods,Goods
Scenario_JOTL_021_AgentsOfChaos_Objective_1,Kill all Demons
Scenario_JOTL_021_AgentsOfChaos_Table,Urn
Scenario_JOTL_021_AgentsOfChaos_Modifier_1,"Whenever an urn is destroyed, anyone adjacent to it suffers 1 damage."
Scenario_JOTL_021_AgentsOfChaos_Modifier_2,"While the Entropy Demon is alive, at the end of each turn mercenaries will suffer damage equal to Scenario level divided by 2 (rounded down) for each hex they moved in the rooms leading to the Entropy demon."
Scenario_JOTL_021_AgentsOfChaos_Modifier_3,The Chaos Demon reduces Giant Vipers HP to 1 and grants them Shield and Retaliate.
Scenario_JOTL_021_AgentsOfChaos_Modifier_4,"Until the Chaos Demon in this room dies, Giant Vipers' hit points are reduced to 1 and they gain Shield and Retaliate."
Scenario_JOTL_022_UnfriendlyMessage_Objective_1,Kill the Stone Golem
Scenario_JOTL_022_UnfriendlyMessage_Modifier_2,Vermling Raiders will not move and all their melee attacks are Range 3 instead
Scenario_JOTL_022_UnfriendlyMessage_Modifier_1,"At the start of every round after the first, the Golem suffers damage equal to the number of Characters / 2 (rounded down), then spawns two Giant Vipers adjacent to it."
Scenario_JOTL_022_UnfriendlyMessage_Objective_2,Lose if the Red Guard becomes exhausted
Scenario_JOTL_023_BestOfTheBest_Objective_1,Lose if the Hatchet leaves the Arena
Scenario_JOTL_023_BestOfTheBest_Objective_3,Lose if another mercenary enters the Arena
Scenario_JOTL_023_BestOfTheBest_Objective_2,Lose if the Hatchet becomes exhausted
Scenario_JOTL_023_BestOfTheBest_Objective_4,Kill all enemies in the arena
Scenario_JOTL_023_BestOfTheBest_Modifier_1,Fans cheer for the Hatchet or the enemies.
Scenario_JOTL_023_BestOfTheBest_Modifier_2,The Hatchet and the enemies get a bonus to their attacks if they have more fans.
Scenario_JOTL_023_BestOfTheBest_Modifier_3,Deal lethal damage to enemy cheering fans to make them cheer for Hatchet. Heal abilities also damage enemy fans.
Scenario_JOTL_023_BestOfTheBest_Modifier_4,"If any other mercenary than the Hatchet damages an enemy, or an enemy damages Hatchet, a fan will start cheering the enemies."
Scenario_JOTL_023_BestOfTheBest_Modifier_5,"All enemies have Hatchet as their focus.
When new enemies spawn more fans will start cheering the enemies."
Scenario_JOTL_023_BestOfTheBest_Modifier_6,Convert Heal to Damage if targeting Fan
Scenario_JOTL_023_BestOfTheBest_Modifier_7,<nobr>+{0} Attack <sprite name=Attack> from Fans
Scenario_JOTL_024_WardingTheVoid_Objective_1,Lose if any wards are destroyed
Scenario_JOTL_024_WardingTheVoid_Objective_2,Lose if the Voidwarden becomes exhausted
Scenario_JOTL_024_WardingTheVoid_Ward,Ward
Scenario_JOTL_024_WardingTheVoid_Modifier_1,"Any time a ward would suffer damage, any mercenary may burn a card from their hand or two from their discard pile to negate the damage."
Scenario_JOTL_024_WardingTheVoid_Modifier_2,All mercenaries in a black sand hex suffers Scenario Level / 2 + 1 (rounded up) at the end of each round.
Scenario_JOTL_025_TheGreatestJobInTheWorld_Objective_1,Destroy all pillars
Scenario_JOTL_025_TheGreatestJobInTheWorld_Objective_2,Lose if any mercenary becomes exhausted
Scenario_JOTL_025_TheGreatestJobInTheWorld_Modifier_1,"At the end of a round when all the pillars of a room have been destroyed, that room and its door are destroyed and everyone in it suffers 10 damage and moves to the next room. Living Spirits cannot be damaged in any way other than damage from a room being destroyed."
Scenario_JOTL_025_TheGreatestJobInTheWorld_Pillar,Pillar
THE_FAVORITE_EFFECT_TOOLTIP,"<color=#F3DDAB>O Favorito</color>: Você pode adicionar +3 de Ataque a qualquer um de seus ataques à distância. Quando um inimigo alvo do Favorito morre, você pode saquear o machado no hexágono em que ele morreu para recuperar essa habilidade."
THE_NEW_FAVORITE_EFFECT_TOOLTIP,"<color=#F3DDAB>O novo favorito</color>: Você pode adicionar +3 de Ataque, <nobr>FERIMENTO <sprite name=Wound></nobr> e <nobr>EMPURRAR <sprite name=Push> 1</nobr> a qualquer um de seus ataques à distância. Quando um inimigo alvo do Favorito morre, você pode saquear o machado no hexágono em que ele morreu para recuperar essa habilidade."
Glossary_BlockHealing,Todas as curas direcionadas ao alvo atacado não têm efeito nesta rodada.
BlockHealing,Não pode ser curado por 1 rodada
Glossary_NeutralizeShield,Ignore o valor do Escudo de um inimigo normal ou de elite adjacente nesta rodada
NeutralizeShield,Ignore o valor do Escudo
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_1,O cicatrizado
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_1_Desc,O Guardião do Vazio atinge o nível 2
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_2,Tonalidade mais branca de pálido
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_2_Desc,O Guardião do Vazio atinge o nível 5
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_3,Para o vazio
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_3_Desc,O Guardião do Vazio atinge o nível 7
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_1,O Ceifador
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_1_Desc,O Guarda Vermelho atinge o nível 2
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_2,Venha Sandman
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_2_Desc,O Guarda Vermelho atinge o nível 5
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_3,Lagosta do Rock
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_3_Desc,O Guarda Vermelho atinge o nível 7
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_1,A Escavadeira
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_1_Desc,O Demolidor atinge o Nível 2
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_2,Traga o barulho
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_2_Desc,O Demolidor atinge o Nível 5
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_3,Você veio como uma bola de demolição
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_3_Desc,O Demolidor atinge o nível 7
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_1,O Talhador
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_1_Desc,O Machadinha atinge o Nível 2
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_2,Coisa Selvagem
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_2_Desc,O Machadinha atinge o nível 5
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_3,Deixe os corpos baterem no chão
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_3_Desc,O Machadinha atinge o nível 7
THEFAVORITE,O favorito
TheNewFavorite,O novo favorito
THEFAVORITE_DESCR_TOOLTIP,O saque devolve o Favorito ao Machadinha para que possa ser usado para adicionar +3 de Ataque a qualquer ataque de longo alcance.
THENEWFAVORITE_DESCR_TOOLTIP,"O saque devolve o Novo Favorito ao Machadinha para que possa ser usado para adicionar +3 de Ataque, Ferimento e Empurrar 1 a qualquer ataque de longo alcance."
ADVENTURE_ACHIEVEMENT_Demolitionist_1,Destruição Devassa
ADVENTURE_ACHIEVEMENT_Demolitionist_1_Desc,O Demolidor destrói 20 Obstáculos
ADVENTURE_ACHIEVEMENT_Demolitionist_2,C-C-C-Combo
ADVENTURE_ACHIEVEMENT_Demolitionist_2_Desc,O Demolidor ataca o Mesmo Inimigo 3 vezes em uma Rodada 15 Vezes
ADVENTURE_ACHIEVEMENT_Demolitionist_3,Premiado
ADVENTURE_ACHIEVEMENT_Demolitionist_3_Desc,O Demolidor atordoa 20 inimigos
ADVENTURE_ACHIEVEMENT_Hatchet_1,Claro que você nomeou seu machado
ADVENTURE_ACHIEVEMENT_Hatchet_1_Desc,O Machadinha mata 30 inimigos com seu favorito
ADVENTURE_ACHIEVEMENT_Hatchet_2,Cortar e Golpear
ADVENTURE_ACHIEVEMENT_Hatchet_2_Desc,O Machadinha causa 99 de Dano através de Ataques
ADVENTURE_ACHIEVEMENT_Hatchet_3,Voe meu lindo!
ADVENTURE_ACHIEVEMENT_Hatchet_3_Desc,O Machadinha consome o elemento Vento 40 Vezes
ADVENTURE_ACHIEVEMENT_Redguard_1,Chega mais!
ADVENTURE_ACHIEVEMENT_Redguard_1_Desc,O Guarda Vermelho puxa 20 Inimigos
ADVENTURE_ACHIEVEMENT_Redguard_2,Areias movediças
ADVENTURE_ACHIEVEMENT_Redguard_2_Desc,O Guarda Vermelho causa 30 de dano aos inimigos com sua habilidade de nível 5
ADVENTURE_ACHIEVEMENT_Redguard_3,Arco-íris duplo
ADVENTURE_ACHIEVEMENT_Redguard_3_Desc,O Guarda Vermelho consome 60 Elementos
ADVENTURE_ACHIEVEMENT_Voidwarden_1,Vá pegar eles
ADVENTURE_ACHIEVEMENT_Voidwarden_1_Desc,O Guardião do Vazio usa 30 Habilidades que concedem Ações aos Aliados
ADVENTURE_ACHIEVEMENT_Voidwarden_2,O Vazio leva embora
ADVENTURE_ACHIEVEMENT_Voidwarden_2_Desc,O Guardião do Vazio usa uma habilidade que coloca uma Condição negativa 30 vezes
ADVENTURE_ACHIEVEMENT_Voidwarden_3,O Vazio oferece
ADVENTURE_ACHIEVEMENT_Voidwarden_3_Desc,The Guardião do Vazio cura 100 pontos de vida
PERK_Demolitionist_01,Pó
PERK_Demolitionist_01_Desc,"Remova quatro cartas <color=""orange"">+0</color>"
PERK_Demolitionist_02,Consistência
PERK_Demolitionist_02_Desc,"Remova duas cartas <color=""purple"">-1</color>"
PERK_Demolitionist_03,Refinar
PERK_Demolitionist_03_Desc,"Remova uma carta <color=""purple"">-2</color> e uma Carta <color=""orange"">+1</color>"
PERK_Demolitionist_04,Aumentar
PERK_Demolitionist_04_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+2</color>"
PERK_Demolitionist_05,Irritação
PERK_Demolitionist_05_Desc,"Substitua uma Carta <color=""purple"">-1</color> por uma Carta <color=""orange"">+0</color> VENENO <sprite name=Poison>"
PERK_Demolitionist_06,Atordoamento
PERK_Demolitionist_06_Desc,"Adicione uma Carta <color=""orange"">+2</color> CONFUNDIR <sprite name=Muddle>"
PERK_Demolitionist_07,Tremor
PERK_Demolitionist_07_Desc,"Substitua uma Carta <color=""orange"">+1</color> por uma Carta <color=""orange"">+2</color> <sprite name=Earth>"
PERK_Demolitionist_08,Acender
PERK_Demolitionist_08_Desc,"Substitua uma Carta <color=""orange"">+1</color> por uma Carta <color=""orange"">+2</color> <sprite name=Fire>"
PERK_Demolitionist_09,Despedaçar
PERK_Demolitionist_09_Desc,"Adicione um <color=""orange"">+0</color> Todos os inimigos adjacentes sofrem 1 carta de dano"
PERK_Demolitionist_10,Resiliente
PERK_Demolitionist_10_Desc,Ignore os efeitos negativos do cenário
PERK_Hatchet_01,Consistência
PERK_Hatchet_01_Desc,"Remova duas Cartas <color=""purple"">-1</color>"
PERK_Hatchet_02,Enganar
PERK_Hatchet_02_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+2</color> CONFUNDIR <sprite name=Muddle>"
PERK_Hatchet_03,Apodrecer
PERK_Hatchet_03_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> VENENO <sprite name=Poison>"
PERK_Hatchet_04,Arrancar
PERK_Hatchet_04_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> FERIMENTO <sprite name=Wound>"
PERK_Hatchet_05,Abster
PERK_Hatchet_05_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> IMOBILIZAR <sprite name=Immobilize>"
PERK_Hatchet_06,Cotovelo
PERK_Hatchet_06_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> <nobr>EMPURRAR <sprite name=Push> 2"
PERK_Hatchet_07,Entorpecer
PERK_Hatchet_07_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+0</color> ATORDOAR <sprite name=Stun>"
PERK_Hatchet_08,Dormente
PERK_Hatchet_08_Desc,"Substitua uma Carta <color=""orange"">+1</color> por uma Carta <color=""orange"">+1</color> ATORDOAR <sprite name=Stun>"
PERK_Hatchet_09,Tempestade
PERK_Hatchet_09_Desc,"Adicione uma Carta <color=""orange"">+2</color> <sprite name=Air>"
PERK_Hatchet_10,Hackear
PERK_Hatchet_10_Desc,"Substitua uma Carta <color=""orange"">+1</color> por uma Carta <color=""orange"">+3</color>"
PERK_Redguard_01,Pó
PERK_Redguard_01_Desc,"Remova quatro cartas <color=""orange"">+0</color>"
PERK_Redguard_02,Consistência
PERK_Redguard_02_Desc,"Remova duas cartas <color=""purple"">-1</color>"
PERK_Redguard_03,Refinar
PERK_Redguard_03_Desc,"Remova uma carta <color=""purple"">-2</color> e uma Carta <color=""orange"">+1</color>"
PERK_Redguard_04,Labareda
PERK_Redguard_04_Desc,"Substitua uma Carta <color=""orange"">+1</color> por uma Carta <color=""orange"">+2</color> <sprite name=Fire>"
PERK_Redguard_05,Iluminar
PERK_Redguard_05_Desc,"Substitua uma Carta <color=""orange"">+1</color> por uma Carta <color=""orange"">+2</color> <sprite name=Light>"
PERK_Redguard_06,Luz Flamejante
PERK_Redguard_06_Desc,"Adicione uma Carta <color=""orange"">+1</color> <sprite name=Fire> <sprite name=Light>"
PERK_Redguard_07,Muralha
PERK_Redguard_07_Desc,"Adicione um <color=""orange"">+1</color> Escudo <sprite name=Shield> 1, Cartão próprio"
PERK_Redguard_08,Abster
PERK_Redguard_08_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> IMOBILIZAR <sprite name=Immobilize>"
PERK_Redguard_09,Arrancar
PERK_Redguard_09_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> FERIMENTO<sprite name=Wound>"
PERK_Redguard_10,Fortitude Extrema
PERK_Redguard_10_Desc,"Ignore efeitos de itens negativos e adicione duas cartas <color=""orange"">+1</color>"
PERK_Voidwarden_01,Consistência
PERK_Voidwarden_01_Desc,"Remova duas Cartas <color=""purple"">-1</color>"
PERK_Voidwarden_02,Harmonia
PERK_Voidwarden_02_Desc,"Remova uma Carta <color=""purple"">-2</color>"
PERK_Voidwarden_03,Umbra
PERK_Voidwarden_03_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> <sprite name=Dark>"
PERK_Voidwarden_04,Geada
PERK_Voidwarden_04_Desc,"Substitua uma Carta <color=""orange"">+0</color> por uma Carta <color=""orange"">+1</color> <sprite name=Ice>"
PERK_Voidwarden_05,Restaurar
PERK_Voidwarden_05_Desc,"Substitua uma carta <color=""purple"">-1</color> por uma carta <color=""orange"">+0</color> Cura <sprite name=Heal> 1 (Aliado)"
PERK_Voidwarden_06,Reviver
PERK_Voidwarden_06_Desc,"Adicione uma carta <color=""orange"">+1</color> Cura <sprite name=Heal> 1 (Aliado)"
PERK_Voidwarden_07,Contaminar
PERK_Voidwarden_07_Desc,"Adicione uma Carta <color=""orange"">+1</color> VENENO <sprite name=Poison>"
PERK_Voidwarden_08,Desprezo
PERK_Voidwarden_08_Desc,"Adicione uma Carta <color=""orange"">+1</color> MALDIÇÃO <sprite name=Curse>"
PERK_Voidwarden_09,Resiliente
PERK_Voidwarden_09_Desc,Ignore os efeitos negativos do cenário
GUI_RippedFromTheFlesh_ReturnTheFavorite_TOOLTIP,Devolva a Marca Favorita ao Machadinha de um inimigo adjacente
SandDevil,Diabo de Areia
GUI_SandDevil_OverrideMove_TOOLTIP,Escolha Mover o Diabo de Areia ou pule para iniciar o turno do Guarda Vermelho
GUI_ACTIVE_BONUS_SandDevil_ForceMove_TOOLTIP,"Force o personagem que ocupa o hexágono do Demônio de Areia a se Mover com ele.
Você não pode encerrar a ação de Forçar o Movimento em um hexágono ocupado por outro personagem."
GUI_DLC1_OWNED_TOOLTIP,"<b><color=#F3DDAB>DLC Mandíbulas do Leão</color></b>

Uma nova ameaça sinistra está pairando sobre Gloomhaven. Uma série de desaparecimentos assolaram a cidade e cabe a vocês, bravos mercenários, lançar uma luz sobre esses eventos sombrios."
BATTLEGOAL_Acrobat,Acrobata
BATTLEGOAL_Acrobat_Desc,Queime uma carta para negar o sofrimento de 5 ou mais de dano.
BATTLEGOAL_Agoraphobe,Agorafóbico
BATTLEGOAL_Agoraphobe_Desc,Termine cada um de seus turnos adjacente a uma parede ou obstáculo.
BATTLEGOAL_Altruist,Altruísta
BATTLEGOAL_Altruist_Desc,Colete menos pilhas de ouro do que qualquer outro jogador.
BATTLEGOAL_Assistant,Assistente
BATTLEGOAL_Assistant_Desc,Mate um monstro atacado por qualquer um de seus aliados no início da mesma rodada.
BATTLEGOAL_Challenger,Desafiador
BATTLEGOAL_Challenger_Desc,Nunca deixe um hexágono adjacente a um monstro.
BATTLEGOAL_Closer,Mais perto
BATTLEGOAL_Closer_Desc,Mate o último monstro a morrer no cenário.
BATTLEGOAL_Conservator,Conservador
BATTLEGOAL_Conservator_Desc,Nunca queime uma carta para negar o dano sofrido.
BATTLEGOAL_Egotist,Egoista
BATTLEGOAL_Egotist_Desc,Colete mais fichas de dinheiro do que qualquer outro personagem.
BATTLEGOAL_Gambler,Apostador
BATTLEGOAL_Gambler_Desc,Mate um monstro com um ataque que tenha Desvantagem.
BATTLEGOAL_Hothead,Cabeça quente
BATTLEGOAL_Hothead_Desc,Execute duas ações com ícones de queimar antes de seu primeiro descanso.
BATTLEGOAL_Insomniac,Insônia
BATTLEGOAL_Insomniac_Desc,Sofra dano de um ataque na mesma rodada em que você realizar um descanço longo.
BATTLEGOAL_Mugger,Assaltante
BATTLEGOAL_Mugger_Desc,Mate um monstro e saqueie a ficha de dinheiro que ele deixar cair no mesmo turno.
BATTLEGOAL_Pickpocket,Batedor de carteiras
BATTLEGOAL_Pickpocket_Desc,Colete uma ou mais fichas de dinheiro realizando uma ação de Saque enquanto estiver adjacente a dois ou mais monstros.
BATTLEGOAL_Pincushion,Alfinete
BATTLEGOAL_Pincushion_Desc,Seja alvo de ataques de três ou mais monstros na mesma rodada.
BATTLEGOAL_Plebeian,Plebeu
BATTLEGOAL_Plebeian_Desc,Nunca mate um monstro de elite ou chefe.
BATTLEGOAL_Prohibitionist,Proibicionista
BATTLEGOAL_Prohibitionist_Desc,Nunca use uma poção.
BATTLEGOAL_Ravager,Devastador
BATTLEGOAL_Ravager_Desc,Execute duas ações com ícones de queimar no mesmo turno.
BATTLEGOAL_Recluse,Recluso
BATTLEGOAL_Recluse_Desc,Nunca termine seu turno adjacente a qualquer um de seus aliados.
BATTLEGOAL_Shadow,Sombra
BATTLEGOAL_Shadow_Desc,Termine cada um de seus turnos adjacente a qualquer um de seus aliados.
BATTLEGOAL_Shirker,Preguiçoso
BATTLEGOAL_Shirker_Desc,Mate um monstro não adjacente a você enquanto estiver adjacente a outro monstro.
BATTLEGOAL_Specialist,Especialista
BATTLEGOAL_Specialist_Desc,Nunca execute uma ação básica.
BATTLEGOAL_Trailblazer,Pioneiro
BATTLEGOAL_Trailblazer_Desc,Abra uma porta e termine o seu turno na sala revelada.
BATTLEGOAL_Transmitter,Transmissor
BATTLEGOAL_Transmitter_Desc,Aplique qualquer condição negativa a um monstro enquanto você tiver qualquer condição negativa.
BATTLEGOAL_Weakling,Fraco
BATTLEGOAL_Weakling_Desc,Torne-se exausto antes de qualquer outro personagem.
GUI_QUEST_TREASURE_REWARDS,{0} Caixas
