key,Português [pt-BR]
331_b,Você pode sofrer 2 de dano para <nobr>ATORDOAR <sprite name=Stun></nobr> um inimigo adjacente.
331_t,"Você pode sofrer 2 de dano para ganhar <nobr>ESCUDO <sprite name=Shield> 1, <sprite name=XP1></nobr>"
332_b,Todo ataque corpo a corpo visando você tem <nobr>+1 ao Ataque <sprite name=Attack></nobr>.
332_t,Você pode sofrer até 3 de dano.
333_b,Adicione <nobr>+2 ao Mover <sprite name=Move></nobr> se você estiver com menos pontos de vida que a metade de seu valor máximo de pontos de vida <nobr>(arredondado para cima).</nobr>
334_t,Aumente o valor de cada uma de suas habilidades <nobr>RETALIAR <sprite name=Retaliate></nobr> em 2 nesta rodada.
335_t,Mate um inimigo normal adjacente cujo valor atual de pontos de vida seja menor do que a metade da diferença entre o seu valor máximo de pontos de vida e o seu valor atual de pontos de vida.
336_t,Você pode sofrer até 4 de dano.
337_b,Ganhe vantagem em todos os seus ataques nesta rodada. Todos os ataques visando você ganham Desvantagem nesta rodada.
337_b_1,Ganhe vantagem em todos os seus ataques nesta rodada.
337_b_2,Todos os ataques que visem você durante esta rodada recebem Desvantagem.
338_b,Adicione <nobr>+1 ao Ataque <sprite name=Attack></nobr> para todos os seus ataques quando você estiver com menos pontos de vida do que a metade de seu valor máximo de pontos de vida <nobr>(arredondado para cima).</nobr>
338_t,Ganhe <nobr>Escudo <sprite name=Shield> 1</nobr> e <sprite name=XP1> se você estiver com menos pontos de vida do que a metade de seu valor máximo de pontos de vida <nobr>(arredondado para cima).</nobr>
339_t,Você imediatamente fica exausta.
341_b,"Se você fizer um descanso rápido no fim desta rodada, ganhe todos os benefícios de um <nobr>longo descanso</nobr>."
341_t,Você pode sofrer 2 de dano para ignorar o valor de Escudo do alvo e ganhar <sprite name=XP1>
343_b,Você se torna imune a todas as condições negativas.
343_t,"Cause <nobr>FERIMENTO <sprite name=Wound></nobr> a si própria e a todos os aliados adjacentes para adicionar <nobr>EMPURRAR <sprite name=Push> 2,</nobr> <nobr>IMOBILIZAR <sprite name=Immobilize></nobr>"
345_b,"Adicione <nobr>+1 ao Ataque <sprite name=Attack></nobr> em todos os seus ataques nesta rodada, <sprite name=XP1>"
345_t,"Nas próximas cinco fontes de dano a você, faça uma ação de <nobr>""Ataque <sprite name=Attack> 3""</nobr>."
346_t,"Nas próximas cinco fontes de dano a você, não sofra nenhum dano."
347_b,Você pode sofrer até 5 de dano.
347_t,"Realize uma ação de ""<nobr>Curar <sprite name=Heal> 2</nobr>, Próprio"" para cada inimigo que sofreu dano neste ataque."
348_t,Todos os aliados adicionam +1 ao Ataque<sprite name=Attack> para um dos ataques deles em cada turno.
349_b,"Na próxima vez que um aliado dentro do <nobr>Alcance <sprite name=Range> 2</nobr> fosse sofrer dano nesta rodada, ele não sofrerá nenhum dano."
350_t,Todos os aliados adicionam <nobr>+1 ao Mover <sprite name=Move></nobr> para todas as suas ações de Mover e adicionam <nobr>+1 ao Alcance <sprite name=Range></nobr> a todos os ataques de longo alcance deles.
352_b,Um aliado dentro do <nobr>Alcance <sprite name=Range> 3</nobr> <nobr>pode realizar</nobr>
354_b,"Force todos os inimigos na área visada a realizarem uma ação de <nobr>""Mover <sprite name=Move> 1""</nobr> com você controlando as ações."
357_t,Todos os aliados adicionam <nobr>Ferimento <sprite name=Wound></nobr> a todos os ataques deles. 
358_t,"Nas próximas cinco vezes que você aplicar <nobr>MALDIÇÃO <sprite name=Curse></nobr> a um inimigo, <nobr>AMALDIÇOE-O <sprite name=Curse></nobr> mais uma vez."
360_t,"Todos os aliados podem fazer uma ação de <nobr>""Curar <sprite name=Heal> 1, Próprio""</nobr> no começo de cada um dos turnos deles."
362_t,"Todos os aliados ganham <nobr>Retaliar <sprite name=Retaliate> 2,</nobr> com <nobr>Alcance <sprite name=Range> 2</nobr>."
364_t,Todos os inimigos ganham Desvantagem em todos os ataques deles.
365_t,Um aliado pode realizar uma ação de
366_t_1,"Você pode ter duas <nobr><color=#EBB0AA>Canções</color> <sprite name=Song></nobr> ativas ao mesmo tempo, mas você só ganha experiência de uma."
366_t_2,"Se uma terceira <nobr><color=#EBB0AA>Canção</color> <sprite name=Song></nobr> for jogada, descarte uma das outras duas."
367_t,"Todos os aliados podem fazer uma ação de <nobr>""Mover <sprite name=Move> 1""</nobr> antes de qualquer uma das ações de Ataque deles."
368_t,"No começo de cada um dos seus turnos, você pode forçar um inimigo dentro do <nobr>Alcance <sprite name=Range> 5</nobr> a realizar uma ação de <nobr>""Mover <sprite name=Move> 2""</nobr> com você controlando a ação."
370_t,"No começo de cada um de seus turnos, aplique <nobr>MALDIÇÃO <sprite name=Curse></nobr> a um inimigo dentro do <nobr>Alcance <sprite name=Range> 5</nobr>."
371_b,Todos os aliados dentro do <nobr>Alcance <sprite name=Range> 3</nobr> <nobr>podem realizar</nobr>
372_t,"Todos os aliados fazem uma ação de <nobr>""Curar <sprite name=Heal> 2, Próprio""</nobr> no começo de cada um dos turnos deles."
373_b,"Force todos os inimigos na área visada a realizarem uma ação de <nobr>""Mover <sprite name=Move> 2""</nobr> com você controlando as ações."
374_t,Todos os aliados adicionam <nobr>+1 ao Ataque <sprite name=Attack></nobr> para todos os ataques deles.
375_b,Dois aliados dentro do <nobr>Alcance <sprite name=Range> 3</nobr> <nobr>podem realizar</nobr>
375_t,"Force todos os inimigos atravessados à realizar uma ação de <nobr>""Ataque <sprite name=Attack> 3""</nobr> atingindo outro inimigo, com você controlando as ações."
376_b,Adicione<nobr>+2 ao Ataque <sprite name=Attack></nobr> para todos os seus ataques visando este inimigo.
376_t,"Nas próximas quatro vezes que um inimigo <nobr><b><color=#39BEED>Condenado</color> <sprite name=Doom></b></nobr> morrer, realize uma ação de <nobr>“Ataque <sprite name=Attack> 2,</nobr> <nobr>Alcance <sprite name=Range> 5”.</nobr>"
377_b,"O <nobr>Ataque<sprite name=Attack></nobr>, <nobr>Mover<sprite name=Move></nobr> e <nobr>Alcance<sprite name=Range></nobr> desse inimigo são todos reduzidos em 1."
377_t_1,Crie uma armadilha com 4 de dano e <nobr>ATORDOAR <sprite name=Stun></nobr> em um hexágono vazio adjacente.
377_t_2,Ganhe <sprite name=XP2> quando a armadilha for disparada por um inimigo.
378_b,"Quando este inimigo morrer, se mova para o hexágono no qual ele morreu."
379_b,"Quando este inimigo morrer, realize uma ação de ""<nobr>Curar<sprite name=Heal>4</nobr>, Próprio""."
380_b,Este inimigo sofre 2 de dano no começo de cada um de seus turnos.
381_b,Todos os aliados adicionam <nobr>+1 ao Ataque<sprite name=Attack></nobr> em todos os ataques deles visando este inimigo.
382_b,"Quando esse inimigo morrer, todos os inimigos adjacentes ao hexágono no qual ele morreu sofrem 3 de dano."
382_t_1,Crie uma armadilha com 3 de dano em um hexágono vazio adjacente.
382_t_2,Todos os inimigos adjacentes a esta armadilha sofrer 2 de dano quando ela for disparada.
382_t_3,Ganhe <sprite name=XP2> quando a armadilha for disparada por um inimigo.
383_b,"Quando esse inimigo morrer, force todos os inimigos adjacentes ao hexágono no qual ele morreu a realizar uma ação de ""<nobr>Mover <sprite name=Move> 1</nobr>"" com você controlando as ações."
383_t,"Nas próximas três vezes que um inimigo <nobr><b><color=#39BEED>Condenado</color> <sprite name=Doom></b></nobr> morrer estando em até <nobr>2 de Alcance <sprite name=Range></nobr> de outro inimigo, transfira uma <nobr><b><color=#39BEED>Condenação</color> <sprite name=Doom></b></nobr> para aquele inimigo em vez de descartá-la."
384_t,Crie uma armadilha com 2 de dano e <nobr>IMOBILIZAÇÃO <sprite name=Immobilize></nobr> em um hexágono vazio adjacente.
387_t,Adicione <nobr>+2 ao Ataque <sprite name=Attack></nobr> e ganhe <sprite name=XP1> se o alvo estiver <nobr><b><color=#39BEED>Condenado</color><sprite name=Doom></b></nobr>.
388_b,"Sempre que este inimigo sofrer dano, realize uma ação de ""<nobr>Curar <sprite name=Heal> 2</nobr>, Próprio""."
389_b,Todos os aliados invocados adicionam <nobr>+2 ao Ataque <sprite name=Attack></nobr> a todos seus ataques que tenham este inimigo como alvo.
390_t,Adicione <nobr>+2 ao Ataque <sprite name=Attack></nobr> e ganhe <sprite name=XP1> se o alvo ainda não tiver sofrido nenhum dano.
391_b,Você e todos os aliados ganham <nobr>PERFURAR<sprite name=Pierce> 2</nobr> em todos os seus ataques visando este inimigo.
391_t_1,Você ganha Vantagem em um ataque por turno visando um inimigo <nobr><b><color=#39BEED>Condenado</color><sprite name=Doom></b></nobr>.
391_t_2,Todos os inimigos perdem a condição <nobr>INVISÍVEL <sprite name=Invisible></nobr> e não podem mais ficar <nobr>INVISÍVEIS <sprite name=Invisible></nobr>.
392_b,Adicione <nobr>+2 ao Ataque<sprite name=Attack></nobr> para todos os seus ataques visando inimigos <nobr><b><color=#39BEED>Condenados</color> <sprite name=Doom></b></nobr> nesta rodada.
393_b,"Quando esse inimigo morrer, realize uma ação de ""<nobr>Ataque <sprite name=Attack>2</nobr>, <nobr>Alcance <sprite name=Range>3</nobr>, <nobr>Alvos<sprite name=Target> 3</nobr>""."
394_t,Adicione <nobr>+3 ao Ataque <sprite name=Attack></nobr> e ganhe <sprite name=XP1> se o alvo estiver <nobr><b><color=#39BEED>Condenado</color><sprite name=Doom></b></nobr>.
395_b,Você e todos os aliados ganham Vantagem em todos os seus ataques visando este inimigo.
396_t_1,Crie uma armadilha com 2 de dano e <nobr>FERIMENTO <sprite name=Wound></nobr> em um hexágono vazio adjacente.
396_t_2,<nobr>FIRA <sprite name=Wound></nobr> todos os inimigos adjacentes a esta armadilha quando ela for disparada.
397_b,"No começo de cada um de seus próximos três turnos, avance o marcador nesta carta. Após ele avançar três vezes, mate o alvo e descarte a carta."
397_b_reminder,Marque qualquer inimigo normal ou elite como <b><color=#39BEED>Condenado</color>.
397_t_1,Você pode ter duas <nobr><b><color=#39BEED>Condenações</color><sprite name=Doom></b></nobr> ativas no mesmo alvo.
397_t_2,"Se uma terceira <nobr><b><color=#39BEED>Condenação</color> <sprite name=Doom></b></nobr> for jogada no mesmo alvo, descarte uma das outras, ou se uma terceira <nobr><b><color=#39BEED>Condenação</color> <sprite name=Doom></b></nobr> for jogada em um alvo diferente, descarte as outras duas."
398_b,Vise um inimigo <nobr><b><color=#39BEED>Condenado</color><sprite name=Doom></b></nobr> em qualquer alcance.
399_b,"Quando este inimigo morrer, você e todos os seus aliados realizam uma ação de ""<nobr>Curar <sprite name=Heal>2</nobr>, Próprio""."
401_b,Adicione +3 ao Ataque para todos os seus ataques visando inimigos <nobr><b><color=#39BEED>Condenados</color> <sprite name=Doom></b></nobr> nesta rodada.
401_t,Mate o alvo e ganhe <sprite name=XP1> se o valor de pontos de vida dele for menor ou igual a 2 após o ataque.
402_b,Você e todos os aliados adicionam MALDIÇÃO a todos os seus ataques visando este inimigo.
403_b,"Se este inimigo morrer dentro do <nobr>Alcance<sprite name=Range> 2</nobr> de outro inimigo, transfira esta e qualquer outra <nobr><b><color=#39BEED>Condenação</color> <sprite name=Doom></b></nobr> para aquele inimigo em vez de descartá-las."
405_b,"Você e todos os aliados adicionam <nobr>+X ao Ataque<sprite name=Attack></nobr> em todos os seus ataques visando este inimigo, onde X é a diferença entre o alcance do ataque e o número de hexágonos até o inimigo."
406_b,Transfira todas as <nobr><b><color=#39BEED>Doom</color> <sprite name=Doom></b></nobr> de seus alvos atuais para um inimigo dentro de seu <nobr>Alcance <sprite name=Range> 4</nobr>.
406_t,Force o alvo a se mover até três hexágonos em direção ao hexágono mais próximo adjacente a um de seus aliados.
407_t,"Dê a um aliado adjacente uma carta de habilidade <nobr>""Estojo Médico"".</nobr>"
408_b,Todas as suas ações de Curar nesta rodada afetam você e todos os aliados adjacentes.
409_b,Todos os seus ataques corpo a corpo nesta rodada visam todos os inimigos adjacentes.
410_b,Coloque esta carta na área ativa de um aliado adjacente e trate-a como se ele fosse o dono da carta.
412_b,Remova todas as condições negativas de um aliado adjacente.
412_t,Remova todas as condições negativas do alvo curado.
414_b,Você e todos os aliados estão imunes a todas as condições negativas nesta rodada.
414_t,"Dê a um aliado adjacente uma carta de habilidade ""Estojo Médico Grande""."
415_t,"Uma vez durante os seus próximos quatro turnos, realize uma ação de ""Curar 2, Alcance 1""."
416_t,"No começo de cada um dos seus turnos, remova uma condição negativa de qualquer um dos seus aliados."
429_b,"Todos os aliados adjacentes podem realizar uma ação de <nobr>""Mover <sprite name=Move> 2"".</nobr>"
429_t,Você e todos os aliados adjacentes podem <nobr>Recuperar <sprite name=Recover></nobr> um número de cartas descartadas até o número de aliados adjacentes a você.
433_b,"No começo de cada um de seus turnos, realize uma ação de “<nobr>Curar <sprite name=Heal> 1</nobr>, Próprio”."
437_t,Remova todas as condições negativas de todos os aliados adjacentes.
439_t,Mate um inimigo normal adjacente que tenha pelo menos duas condições negativas.
440_b,"Dê a todos os aliados adjacentes uma carta de habilidade ""Estojo Médico Grande""."
440_t,"Dê a todos os aliados adjacentes uma carta de habilidade ""<nobr>Estojo Médico</nobr>""."
441_b,Adicione <nobr>+4 ao Curar <sprite name=Heal></nobr> a todas as suas ações de Curar nesta rodada.
441_t,"Antes das suas próximas seis habilidades de Curar, remova todas as condições negativas nos alvos de Curar."
443_b,Um aliado adjacente pode <nobr>Recuperar <sprite name=Recover></nobr> até duas das cartas descartadas dele.
443_t,"Remova todas as condições negativas no alvo curado e dê a ele uma carta de habilidade ""Estojo Médico Grande""."
445_t_1,Todas as suas habilidades de <nobr>Ataque <sprite name=Attack></nobr> e <nobr>Mover <sprite name=Move></nobr> podem ser realizadas como habilidades de <nobr>Curar <sprite name=Heal></nobr> com o mesmo valor +1.
445_t_2,"Nestes casos, o <nobr>Alcance <sprite name=Range></nobr> é 1, a menos que especificado de outra forma, e ignore todas as condições aplicadas pelas habilidades de <nobr>Ataque <sprite name=Attack>.</nobr>"
446_t,Mate todos os inimigos normais ou elites na área visada que já tenham sofrido 10 ou mais de dano.
449_b,"Uma vez durante cada uma de suas ações de Ataque, você pode <sprite name=ConsumeAny> para adicionar +1 ao Ataque<sprite name=Attack> para toda a ação de Ataque."
450_b_1,"<line-height=100%>No fim de cada um de seus turnos, você pode gerar <voffset=-3><size=150%><sprite name=Any></size></voffset>."
450_b_2,Reduza -1 ao Ataque <sprite name=Attack> em todos os seus ataques.
459_b,Todos os ataques visando você ganham Desvantagem nesta rodada.
463_t_1,Ataque <sprite name=Attack> X-1 um novo inimigo dentro do <nobr>Alcance <sprite name=Range> 2</nobr> do primeiro alvo e então Ataque <sprite name=Attack> X-2 em um terceiro inimigo dentro do <nobr>Alcance <sprite name=Range> 2</nobr> do segundo alvo.
463_t_2,Ataque <sprite name=Attack> X-3 em um quarto inimigo dentro do <nobr>Alcance <sprite name=Range> 2</nobr> do terceiro alvo
468_t,Vise todos os inimigos dentro do <nobr>Alcance <sprite name=Range> 2</nobr> da figura curada.
469_b_1,Invocar Doppelganger
469_b_2,Você pode realizar ações de Ataque como se você ocupasse o hexágono da invocação.
470_t,"Em vez disso, mate todos os <nobr>alvos normais, <sprite name=XP1></nobr>"
471_t,A figura curada pode Recuperar <sprite name=Recover> uma das cartas descartadas dela.
472_b_1,"<nobr>+2 ao Mover <sprite name=Move>, FERIMENTO <sprite name=Wound></nobr> <nobr>todos os inimigos atravessados, <sprite name=XP1></nobr>"
472_b_2,"<nobr>+2 ao Mover <sprite name=Move>, IMOBILIZAR <sprite name=Immobilize></nobr> <nobr>todos os inimigos atravessados, <sprite name=XP1></nobr>"
472_t,"Uma vez por ação, se consumir um elemento durante a ação, você pode fazer com que um inimigo dentro do <nobr>Alcance <sprite name=Range> 2</nobr> sofra 1 de dano ou pode fazer uma ação de <nobr>""Curar <sprite name=Heal> 1, Alcance <sprite name=Range> 2""</nobr>."
474_b,Realize quaisquer das seguintes ações:
474_t,Invocar Esfera de Mana
477_b,Troque as posições de duas figuras quaisquer.
478_b,Troque as posições de dois inimigos quaisquer.
481_b_1,"Antes de seu urso agir, você pode dispensar à ação superior de seu turno para adicionar <nobr>+3 ao Ataque <sprite name=Attack></nobr> a todos os ataques do seu urso nesta rodada."
481_b_2,"Antes de seu urso agir, você pode dispensar à ação inferior de seu turno para adicionar <nobr>+3 ao Mover <sprite name=Move></nobr> a todos os movimentos do seu urso nesta rodada."
489_b_1,Redistribua todo o dano tomado por você e seus aliados invocados da maneira que quiser.
489_b_2,Nenhuma figura pode ficar com mais dano do que o respectivo valor máximo de pontos de vida.
